Date,Open,High,Low,Close
9/8/2014,1062.71,1064.22,1059.13,1059.3
9/9/2014,1060.53,1063.12,1055.97,1058.47
9/10/2014,1053.37,1060.14,1046.6801,1057.77
9/11/2014,1056.6801,1062.37,1054.63,1056.05
9/12/2014,1058.23,1059.2,1047.48,1056.21
9/15/2014,1052.74,1056.72,1050.39,1053.01
9/16/2014,1055.8,1055.91,1043.58,1043.58
9/17/2014,1047.67,1050.89,1042.67,1048.39
9/18/2014,1052.13,1057.23,1050.48,1056.78
9/19/2014,1061.45,1062.8101,1055.3101,1057.4301
9/22/2014,1056.51,1064.28,1055.2,1061.1801
9/23/2014,1063.88,1066.2,1058.4,1062.16
9/24/2014,1064.41,1067.64,1060.9,1062.76
9/25/2014,1064.92,1067.88,1062.53,1063.1801
9/26/2014,1062.8101,1069.08,1062.01,1069.08
9/29/2014,1068.8199,1070,1050.84,1056.5
9/30/2014,1056.73,1062.0601,1053.13,1057.22
10/1/2014,1059.84,1064.4301,1056.12,1057.88
10/2/2014,1054.4,1058.48,1043.41,1047.78
10/3/2014,1046.52,1050.3101,1036.05,1047.12
10/6/2014,1048.67,1050.4,1029.29,1031.3199
10/7/2014,1033.45,1037.47,1025.7,1028.87
10/8/2014,1020.7,1032.61,1020.15,1029.1899
10/9/2014,1036.89,1043.12,1034.21,1041.7
10/10/2014,1030.96,1037.23,1029.72,1034.96
10/13/2014,1028.33,1031.22,1023.62,1025.0601
10/14/2014,1026.64,1032.74,1026.1,1028.3199
10/15/2014,1030.01,1034.76,1026.54,1026.5699
10/16/2014,1021.91,1025.45,1012.23,1012.23
10/17/2014,1014.86,1018,1009.17,1014.58
10/20/2014,1024.0601,1025.02,1013.66,1014.52
10/21/2014,1016.87,1017.66,1010.74,1014.79
10/22/2014,1019.93,1021.1,1011.47,1018.42
10/24/2014,1022.54,1024.6899,1018.31,1022.37
10/27/2014,1023.36,1026.58,1019.43,1026.29
10/28/2014,1026.7,1032.22,1023.6,1031.73
10/29/2014,1037.47,1041.58,1033.6801,1035.26
10/30/2014,1037.5,1041.5,1034.15,1037.37
10/31/2014,1041.5699,1053.22,1038.47,1053.22
11/3/2014,1058.45,1058.5699,1047.36,1051.08
11/4/2014,1053.99,1056.51,1049.16,1056.34
11/5/2014,1056.09,1057.36,1046.89,1050.6
11/6/2014,1052.47,1056.85,1049.17,1053.45
11/7/2014,1056.51,1057.54,1048.5601,1051.6899
11/10/2014,1054.14,1054.77,1043.14,1043.22
11/11/2014,1044.15,1050.6,1040.6,1047.51
11/12/2014,1048.01,1050.83,1039.75,1043.1801
11/13/2014,1042.71,1054.49,1039.03,1054.49
11/14/2014,1055.88,1056.64,1049.96,1051.87
11/17/2014,1051.6899,1052.8,1045.77,1046.33
11/18/2014,1047.53,1060.8,1047.12,1056.37
11/19/2014,1059.41,1059.9,1052.46,1053.86
11/20/2014,1055.6801,1056.4,1045.61,1046.67
11/21/2014,1045.74,1057.27,1045.15,1055.78
11/24/2014,1061.67,1064.97,1060.02,1063.21
11/25/2014,1063.97,1070.59,1059.5699,1070.59
11/26/2014,1070.1801,1073.79,1067.4301,1069.11
11/27/2014,1071.37,1076.9399,1069.95,1074.8
11/28/2014,1071.15,1074.21,1067.2,1069.36
12/1/2014,1065.86,1071.37,1061.74,1069.03
12/2/2014,1071.5699,1073.54,1063.34,1069.54
12/3/2014,1072.05,1074.5,1065.55,1068.9301
12/4/2014,1070.1801,1072.9301,1066.8101,1070.99
12/8/2014,1072.45,1075,1053.75,1055.73
12/9/2014,1053.04,1054.88,1038.98,1040.98
12/11/2014,1030.09,1031.78,1004.02,1018.38
12/12/2014,1015.56,1020.56,1006.98,1007.42
12/15/2014,989.17999,994.83002,912.66998,989.40002
12/16/2014,960.62,983.76001,944.81,971.70001
12/17/2014,973.90997,990.65997,970.65997,985.06
12/18/2014,1003.61,1013.14,1000.16,1013.14
12/19/2014,1020.54,1021.42,1003.72,1011.06
12/22/2014,1016.84,1028.22,1014.48,1028.22
12/23/2014,1025.9399,1030.01,1018.54,1023.37
12/24/2014,1027.45,1028.9301,1020.27,1020.37
12/25/2014,1013.66,1013.81,998.23999,1005.28
12/26/2014,1004.35,1011.73,995.92999,1010.61
12/29/2014,1015.04,1015.3,996.88,1001.37
12/30/2014,1000.32,1003.03,991.81,1001.01
1/5/2015,1002.19,1003.83,986.94,987.40002
1/6/2015,974.75,981.65997,967.73999,980.5
1/7/2015,980.88,998.09998,980.17999,998.04999
1/8/2015,1009.68,1015.52,1008.11,1013.24
1/9/2015,1018.89,1019.91,1013.03,1017.87
1/12/2015,1014.95,1025.6899,1010.78,1019.38
1/13/2015,1010.05,1023.08,1005.37,1020.22
1/14/2015,1023.22,1030.91,1009.73,1010.98
1/15/2015,1015.62,1020.78,1008.99,1009.97
1/16/2015,1003.45,1011.44,1002.71,1005.51
1/19/2015,1013.63,1020.12,1010.54,1019.92
1/20/2015,1021.97,1024.53,1015.64,1018.99
1/21/2015,1020.83,1022.06,1013.73,1019.07
1/22/2015,1027.23,1040.25,1023.73,1039.12
1/23/2015,1046.98,1075.1899,1046.4,1073
1/26/2015,1075.58,1083.47,1062.6801,1062.9301
1/27/2015,1062.67,1073.84,1058.75,1061.12
1/28/2015,1064.6,1071.03,1055.1,1062.01
1/29/2015,1061.59,1067.65,1052.86,1056.23
1/30/2015,1059.76,1060.92,1050.1801,1050.29
2/2/2015,1047.72,1053.1,1043.58,1051.38
2/3/2015,1058.95,1070.92,1058.72,1068.91
2/4/2015,1080.05,1082.59,1066.1,1066.1
2/5/2015,1061.39,1071.36,1055.58,1071.36
2/6/2015,1076.1,1077.04,1070.6,1074.39
2/9/2015,1070.0699,1074.63,1063.8,1063.8
2/10/2015,1062.62,1066.92,1056.4399,1057.54
2/11/2015,1060.33,1066,1048.9301,1064.61
2/12/2015,1064.51,1070.5,1057.99,1070.5
2/13/2015,1072.17,1074.59,1067.9301,1071.02
2/16/2015,1070.37,1072.49,1064.6899,1064.75
2/17/2015,1063.3,1065.61,1050.8101,1050.8101
2/18/2015,1053,1061.9399,1052.55,1061.45
2/19/2015,1060,1063.99,1055.0699,1056.48
2/20/2015,1058.77,1062.73,1056.27,1058.77
2/23/2015,1062.27,1063.26,1049.79,1049.9301
2/24/2015,1052.26,1058.17,1051,1052.61
2/25/2015,1054.21,1055.59,1041.96,1045.8
2/26/2015,1046.05,1051.1,1031.37,1051.1
2/27/2015,1047.62,1050.62,1042.12,1042.8
3/2/2015,1043.9,1045.39,1033.23,1039.47
3/3/2015,1037.64,1039.39,1027.89,1027.89
3/5/2015,1025.86,1026.9301,1016.62,1022.09
3/6/2015,1022.24,1032.49,1020.59,1032.49
3/9/2015,1025.51,1031.27,1021.47,1027.02
3/10/2015,1027.77,1029.3101,1005.25,1005.25
