Date,Open,High,Low,Close,Volume
2014-01-10,850.59,861.79,845.18,858.25,718610000
2014-01-13,849.36,880.7,849.21,880.7,986560000
2014-01-14,874.54,892.46,872.68,887.93,1370000000
2014-01-15,885.12,889.09,870,871.02,1030000000
2014-01-16,874.18,891.94,873.16,888.02,1530000000
2014-01-17,890.86,891.7,876.5,883.94,1200000000
2014-01-20,879.66,885.32,877.28,879.05,611780000
2014-01-21,883.37,890.7,874.45,880.84,973170000
2014-01-22,872.89,884.16,871.11,879.59,1050000000
2014-01-23,881.05,897.3,877.37,894.11,1360000000
2014-01-24,898.91,903.86,892.58,898.88,1180000000
2014-01-27,884.29,885.93,877.5,878.55,793470000
2014-01-28,877.11,878,861.99,865.18,930080000
2014-01-29,867.26,870.86,861.05,863.61,672500000
2014-01-30,857.09,860.67,852.59,857.5,554000000
2014-01-31,860.79,866.56,860.11,866.34,648080000
2014-02-03,872.84,881.92,871.6,879.72,819460000
2014-02-04,869.97,871.46,863.07,865.23,783830000
2014-02-05,869.99,873.18,860.83,867.11,747800000
2014-02-06,874.33,878.55,870.72,878.27,951210000
2014-02-07,884.09,886.82,878.81,879.69,1160000000
2014-02-10,882.98,884.75,872.85,874.88,902100000
2014-02-11,876.78,881.78,872.38,879.09,684470000
2014-02-12,881.34,892.85,880.19,892.57,883910000
2014-02-13,892.36,894.52,887.44,890.01,908580000
2014-02-17,895.41,906.82,893.1,906.24,1150000000
2014-02-18,902.2,904.07,893.05,901.09,1050000000
2014-02-19,905.33,906.32,894.73,896.85,884520000
2014-02-20,890.78,893.31,880.72,883.3,934110000
2014-02-21,883.32,887.35,876.06,883.06,593830000
2014-02-24,878.83,884.11,875.33,881.56,517050000
2014-02-25,884.89,890.31,879.63,883.16,550710000
2014-02-26,883.58,887.64,881.68,883.56,492670000
2014-02-27,884.79,896.74,884,894.16,711770000
2014-02-28,893.98,900.77,890.37,899.51,688150000
2014-03-03,903.53,915.81,903.32,909.96,1110000000
2014-03-04,913.67,918.15,912.63,913.94,696120000
2014-03-05,920.53,922.54,911.43,917.59,894090000
2014-03-06,917.85,918.28,912.71,916.04,970810000
2014-03-07,917.98,920.28,914.15,916.97,624760000
2014-03-10,915.91,917.59,904.55,912.28,975160000
2014-03-11,915.62,925.47,914.71,923.94,1050000000
2014-03-12,920.08,924.48,917.54,917.68,673170000
2014-03-13,921.77,928.86,921.36,928.86,1290000000
2014-03-14,923.27,928.21,920.23,928.1,907250000
2014-03-17,929.16,931.77,923.51,931.77,731530000
2014-03-18,933.47,934.71,928.12,928.8,1020000000
2014-03-19,930.98,935.3,919.88,922.81,1100000000
2014-03-20,917.35,920.22,912.26,920.22,957510000
2014-03-21,920.8,921.76,913.3,919.32,1120000000
2014-03-24,918.7,919.06,910.51,912.35,907480000
2014-03-25,913.68,917.37,906.28,917.34,712860000
2014-03-26,920.34,923.76,918.45,921.49,599060000
2014-03-27,922.49,925.84,917.51,919.06,485270000
2014-03-28,919.48,937.38,918.7,929.84,833960000
2014-03-31,933.64,937,931.22,935.76,559200000
2014-04-01,936.78,943.93,933.96,943.93,654150000
2014-04-02,945.72,951.42,941.25,950.66,862700000
2014-04-03,949.39,951.58,943.37,946.18,784250000
2014-04-04,946.84,951.17,943.48,946.53,624550000
2014-04-08,947.2,952.75,936.64,936.94,738040000
2014-04-09,940.45,944.65,936.59,938.35,497480000
2014-04-10,940.25,944.26,936.04,944.06,560770000
2014-04-11,939.39,943.69,937.28,943.45,461570000
2014-04-16,944.14,953.47,943.54,952.63,547870000
2014-04-17,952.11,959.99,951.45,957.23,901350000
2014-04-18,958.81,961.8,956.19,957.17,909660000
2014-04-21,957.66,963.24,954.71,960.25,536060000
2014-04-22,963.42,964.82,956.14,961.2,684810000
2014-04-23,963.94,968.43,963.15,966.5,647270000
2014-04-24,967.25,968.3,962.66,964.83,820910000
2014-04-25,961.65,964.63,953.36,953.36,1060000000
2014-04-28,954.61,960.96,954.31,956.25,540700000
2014-04-29,954.06,958.54,950.91,956.51,441420000
2014-04-30,958.06,962.75,956.93,959.51,609370000
2014-05-02,960.73,964.71,959.89,964.36,899710000
2014-05-06,966.21,968.39,952.67,952.73,867510000
2014-05-07,943.08,952.4,940.57,951.52,1010000000
2014-05-08,948.93,950.43,934.56,935.41,926550000
2014-05-09,933.75,940.3,930.44,935.41,688330000
2014-05-12,934.86,936.89,930,932.7,540040000
2014-05-14,936.95,946.9,936.89,946.78,1080000000
2014-05-15,945.45,948.08,940.88,946.88,911750000
2014-05-16,943.04,957.89,941.85,955.52,996210000
2014-05-19,955.03,959.34,953.71,959.26,426670000
2014-05-20,947.49,951.49,942.29,946.5,857260000
2014-05-21,945.65,953.6,944.58,950.46,678550000
2014-05-22,955.47,959.47,948.62,950.59,876250000
2014-05-23,931.99,944.67,930.44,944.13,1100000000
2014-05-26,944.18,944.41,931.43,937.07,819460000
2014-05-27,939.21,941.94,933.77,938.09,1040000000
2014-05-28,943.07,950.01,942.01,945.08,1110000000
2014-05-29,946.16,952.54,945.51,948.66,840390000
2014-05-30,951.43,955.98,950.52,952.2,1350000000
2014-06-02,958.66,972.53,957.87,971.73,1600000000
2014-06-03,982.48,984.6,975.77,982.07,1470000000
2014-06-04,983.54,985.16,976.92,978.32,1160000000
2014-06-05,981.65,982.5,974.12,980.11,802190000
2014-06-06,986.46,987.31,980.89,983.64,973340000
2014-06-09,988.24,988.96,979.54,982.07,743790000
2014-06-10,979.3,990.98,976.04,990.66,2490000000
2014-06-11,990.05,990.67,979.59,985.56,2320000000
2014-06-12,983.49,987.6,979.28,979.28,1060000000
2014-06-13,978.17,983.84,976.25,977.89,1150000000
2014-06-16,980.89,992.17,980.82,990.03,609640000
2014-06-17,992.14,993.8,986.38,988.25,1080000000
2014-06-18,988.2,989.36,972.91,974.78,959210000
2014-06-19,977.76,982.71,970.36,981.66,1190000000
2014-06-20,983.66,985.87,979.17,984.82,810220000
2014-06-23,987.69,989.69,983.61,985.71,705740000
2014-06-24,983.76,984.13,974.54,979.83,762300000
2014-06-25,981.21,986.83,978.49,985.87,853940000
2014-06-26,988.73,993.48,988.01,992.67,637480000
2014-06-27,994.7,1003.08,988.63,997.61,568190000
2014-06-30,1001.5,1004.79,997.7,999.62,652010000
2014-07-02,1003.49,1005.29,998.94,1002.53,1080000000
2014-07-03,1002.81,1005.51,999.16,1002.99,811670000
2014-07-04,1006.53,1011.06,1003.53,1003.64,1170000000
2014-07-07,1007.27,1012.04,1005.4,1009.18,705820000
2014-07-08,1011.66,1017.93,1011.03,1013.82,945040000
2014-07-09,1011.87,1017.3,1010.68,1013.12,545600000
2014-07-10,1017.62,1022.28,1016.56,1021.06,855640000
2014-07-14,1026.26,1032.2,1024.79,1029.68,1040000000
2014-07-15,1032.55,1032.9,1023.47,1026.21,1300000000
2014-07-16,1027.98,1033.44,1025.81,1029.54,1340000000
2014-07-17,1028.14,1033.07,1025.53,1033.07,2120000000
2014-07-18,1030.63,1034.91,1023.45,1030.19,1900000000
2014-07-21,1031.97,1035.7,1029.4,1031.65,917710000
2014-07-22,1034.53,1035.93,1016.13,1019.72,1550000000
2014-07-23,1024.79,1033.86,1024,1033.86,866160000
2014-07-24,1036.56,1036.95,1031.38,1034.98,843880000
2014-07-25,1035.21,1037.05,1028.82,1033.82,919150000
2014-07-28,1034.64,1035.18,1024.99,1028.27,1070000000
2014-07-29,1030.5,1034.86,1016.31,1018.53,1150000000
2014-07-30,1019.08,1025.35,1006.9,1019.4,1660000000
2014-07-31,1015.79,1022.99,1005.54,1006.97,1290000000
2014-08-01,997.61,1007.1,996.7,1005.23,1240000000
2014-08-04,1008.42,1020.58,1006.19,1019.45,1760000000
2014-08-05,1021.52,1028.69,1019.43,1025.51,1390000000
2014-08-06,1024.42,1028.51,1019.99,1021.42,2010000000
2014-08-07,1022.9,1023.72,1014.59,1021.71,1320000000
2014-08-08,1014.45,1019.85,1012.44,1018.47,952970000
2014-08-13,1026.42,1039.61,1025.26,1038.63,1680000000
2014-08-14,1042.71,1044.4,1034.2,1036.64,2010000000
2014-08-15,1037.66,1042.17,1031.52,1039.38,1490000000
2014-08-18,1040.19,1042.36,1033.03,1035.54,1030000000
2014-08-19,1041.3,1042.06,1035.17,1035.7,829050000
2014-08-20,1037.76,1042.88,1037.76,1041.56,1400000000
2014-08-21,1040.01,1044.28,1038.77,1040.8,2050000000
2014-08-22,1044.21,1046.05,1042.43,1043.55,1600000000
2014-08-25,1046.93,1051.48,1044.37,1048.53,1080000000
2014-08-26,1049.9,1051.55,1044.78,1046.19,710610000
2014-08-27,1048.74,1054.11,1045.64,1049.71,966610000
2014-08-28,1050.94,1051.85,1039,1044.4,773830000
2014-08-29,1040.35,1047.39,1039.37,1044.25,1090000000
2014-09-01,1048.53,1051.06,1045.85,1046.14,828170000
2014-09-02,1047.88,1051.42,1045.47,1047.85,1050000000
2014-09-03,1051.77,1060.08,1049.78,1058.83,930590000
2014-09-04,1060.1,1061.91,1054.58,1056.87,1230000000
2014-09-05,1058.92,1061.29,1055.09,1059.57,903910000
2014-09-08,1062.71,1064.22,1059.13,1059.3,681150000
2014-09-09,1060.53,1063.12,1055.97,1058.47,1740000000
2014-09-10,1053.37,1060.14,1046.68,1057.77,1550000000
2014-09-11,1056.68,1062.37,1054.63,1056.05,1520000000
2014-09-12,1058.23,1059.2,1047.48,1056.21,1220000000
2014-09-15,1052.74,1056.72,1050.39,1053.01,571310000
2014-09-16,1055.8,1055.91,1043.58,1043.58,822820000
2014-09-17,1047.67,1050.89,1042.67,1048.39,917780000
2014-09-18,1052.13,1057.23,1050.48,1056.78,991350000
2014-09-19,1061.45,1062.81,1055.31,1057.43,1240000000
2014-09-22,1056.51,1064.28,1055.2,1061.18,743300000
2014-09-23,1063.88,1066.2,1058.4,1062.16,629910000
2014-09-24,1064.41,1067.64,1060.9,1062.76,1160000000
2014-09-25,1064.92,1067.88,1062.53,1063.18,1710000000
2014-09-26,1062.81,1069.08,1062.01,1069.08,656280000
2014-09-29,1068.82,1070,1050.84,1056.5,1020000000
2014-09-30,1056.73,1062.06,1053.13,1057.22,897410000
2014-10-01,1059.84,1064.43,1056.12,1057.88,1240000000
2014-10-02,1054.4,1058.48,1043.41,1047.78,1150000000
2014-10-03,1046.52,1050.31,1036.05,1047.12,897180000
2014-10-06,1048.67,1050.4,1029.29,1031.32,1270000000
2014-10-07,1033.45,1037.47,1025.7,1028.87,1170000000
2014-10-08,1020.7,1032.61,1020.15,1029.19,898990000
2014-10-09,1036.89,1043.12,1034.21,1041.7,892250000
2014-10-10,1030.96,1037.23,1029.72,1034.96,615890000
2014-10-13,1028.33,1031.22,1023.62,1025.06,618390000
2014-10-14,1026.64,1032.74,1026.1,1028.32,764040000
2014-10-15,1030.01,1034.76,1026.54,1026.57,776160000
2014-10-16,1021.91,1025.45,1012.23,1012.23,663790000
2014-10-17,1014.86,1018,1009.17,1014.58,1030000000
2014-10-20,1024.06,1025.02,1013.66,1014.52,742720000
2014-10-21,1016.87,1017.66,1010.74,1014.79,762790000
2014-10-22,1019.93,1021.1,1011.47,1018.42,641980000
2014-10-24,1022.54,1024.69,1018.31,1022.37,535580000
2014-10-27,1023.36,1026.58,1019.43,1026.29,605640000
2014-10-28,1026.7,1032.22,1023.6,1031.73,784610000
2014-10-29,1037.47,1041.58,1033.68,1035.26,646440000
2014-10-30,1037.5,1041.5,1034.15,1037.37,533480000
2014-10-31,1041.57,1053.22,1038.47,1053.22,648220000
2014-11-03,1058.45,1058.57,1047.36,1051.08,674100000
2014-11-04,1053.99,1056.51,1049.16,1056.34,688870000
2014-11-05,1056.09,1057.36,1046.89,1050.6,616980000
2014-11-06,1052.47,1056.85,1049.17,1053.45,660740000
2014-11-07,1056.51,1057.54,1048.56,1051.69,773210000
2014-11-10,1054.14,1054.77,1043.14,1043.22,569500000
2014-11-11,1044.15,1050.6,1040.6,1047.51,652850000
2014-11-12,1048.01,1050.83,1039.75,1043.18,571820000
2014-11-13,1042.71,1054.49,1039.03,1054.49,596410000
2014-11-14,1055.88,1056.64,1049.96,1051.87,596720000
2014-11-17,1051.69,1052.8,1045.77,1046.33,454670000
2014-11-18,1047.53,1060.8,1047.12,1056.37,582610000
2014-11-19,1059.41,1059.9,1052.46,1053.86,481170000
2014-11-20,1055.68,1056.4,1045.61,1046.67,878660000
2014-11-21,1045.74,1057.27,1045.15,1055.78,1090000000
2014-11-24,1061.67,1064.97,1060.02,1063.21,726720000
2014-11-25,1063.97,1070.59,1059.57,1070.59,1160000000
2014-11-26,1070.18,1073.79,1067.43,1069.11,874310000
2014-11-27,1071.37,1076.94,1069.95,1074.8,766880000
2014-11-28,1071.15,1074.21,1067.2,1069.36,688820000
2014-12-01,1065.86,1071.37,1061.74,1069.03,940620000
2014-12-02,1071.57,1073.54,1063.34,1069.54,918600000
2014-12-03,1072.05,1074.5,1065.55,1068.93,636570000
2014-12-04,1070.18,1072.93,1066.81,1070.99,706650000
2014-12-08,1072.45,1075,1053.75,1055.73,920130000
2014-12-09,1053.04,1054.88,1038.98,1040.98,799050000
2014-12-11,1030.09,1031.78,1004.02,1018.38,1560000000
2014-12-12,1015.56,1020.56,1006.98,1007.42,968060000
2014-12-15,989.18,994.83,912.67,989.4,2420000000
2014-12-16,960.62,983.76,944.81,971.7,1790000000
2014-12-17,973.91,990.66,970.66,985.06,1190000000
2014-12-18,1003.61,1013.14,1000.16,1013.14,925930000
2014-12-19,1020.54,1021.42,1003.72,1011.06,815950000
2014-12-22,1016.84,1028.22,1014.48,1028.22,520490000
2014-12-23,1025.94,1030.01,1018.54,1023.37,479180000
2014-12-24,1027.45,1028.93,1020.27,1020.37,428480000
2014-12-25,1013.66,1013.81,998.24,1005.28,575310000
2014-12-26,1004.35,1011.73,995.93,1010.61,532390000
2014-12-29,1015.04,1015.3,996.88,1001.37,352610000
2014-12-30,1000.32,1003.03,991.81,1001.01,445480000
2015-01-05,1002.19,1003.83,986.94,987.4,674130000
2015-01-06,974.75,981.66,967.74,980.5,1050000000
2015-01-07,980.88,998.1,980.18,998.05,784320000
2015-01-08,1009.68,1015.52,1008.11,1013.24,1070000000
2015-01-09,1018.89,1019.91,1013.03,1017.87,813370000
2015-01-12,1014.95,1025.69,1010.78,1019.38,803230000
2015-01-13,1010.05,1023.08,1005.37,1020.22,837960000
2015-01-14,1023.22,1030.91,1009.73,1010.98,744210000
2015-01-15,1015.62,1020.78,1008.99,1009.97,553090000
2015-01-16,1003.45,1011.44,1002.71,1005.51,512660000
2015-01-19,1013.63,1020.12,1010.54,1019.92,528170000
2015-01-20,1021.97,1024.53,1015.64,1018.99,820530000
2015-01-21,1020.83,1022.06,1013.73,1019.07,994260000
2015-01-22,1027.23,1040.25,1023.73,1039.12,1160000000
2015-01-23,1046.98,1075.19,1046.4,1073,1290000000
2015-01-26,1075.58,1083.47,1062.68,1062.93,1010000000
2015-01-27,1062.67,1073.84,1058.75,1061.12,1390000000
2015-01-28,1064.6,1071.03,1055.1,1062.01,883150000
2015-01-29,1061.59,1067.65,1052.86,1056.23,943230000
2015-01-30,1059.76,1060.92,1050.18,1050.29,1100000000
2015-02-02,1047.72,1053.1,1043.58,1051.38,870120000
2015-02-03,1058.95,1070.92,1058.72,1068.91,1350000000
2015-02-04,1080.05,1082.59,1066.1,1066.1,1680000000
2015-02-05,1061.39,1071.36,1055.58,1071.36,1120000000
2015-02-06,1076.1,1077.04,1070.6,1074.39,965890000
2015-02-09,1070.07,1074.63,1063.8,1063.8,1350000000
2015-02-10,1062.62,1066.92,1056.44,1057.54,1060000000
2015-02-11,1060.33,1066,1048.93,1064.61,1210000000
2015-02-12,1064.51,1070.5,1057.99,1070.5,1210000000
2015-02-13,1072.17,1074.59,1067.93,1071.02,937100000
2015-02-16,1070.37,1072.49,1064.69,1064.75,483770000
2015-02-17,1063.3,1065.61,1050.81,1050.81,742950000
2015-02-18,1053,1061.94,1052.55,1061.45,560550000
2015-02-19,1060,1063.99,1055.07,1056.48,923610000
2015-02-20,1058.77,1062.73,1056.27,1058.77,740020000
2015-02-23,1062.27,1063.26,1049.79,1049.93,1530000000
2015-02-24,1052.26,1058.17,1051,1052.61,1400000000
2015-02-25,1054.21,1055.59,1041.96,1045.8,2300000000
2015-02-26,1046.05,1051.1,1031.37,1051.1,1690000000
2015-02-27,1047.62,1050.62,1042.12,1042.8,1200000000
2015-03-02,1043.9,1045.39,1033.23,1039.47,1450000000
2015-03-03,1037.64,1039.39,1027.89,1027.89,1110000000
2015-03-05,1025.86,1026.93,1016.62,1022.09,1520000000
2015-03-06,1022.24,1032.49,1020.59,1032.49,1070000000
2015-03-09,1025.51,1031.27,1021.47,1027.02,1060000000
2015-03-10,1027.77,1029.31,1005.25,1005.25,1190000000
2015-03-11,1001.88,1016.07,998.63,1015.94,1550000000
2015-03-12,1014.17,1017.9,1006.31,1013.98,1050000000
2015-03-13,1016.55,1020.29,1010.55,1012.25,997080000
2015-03-16,1006.45,1007.66,993.95,996.39,1170000000
2015-03-17,1003.58,1005.45,996.87,997.43,1430000000
2015-03-18,998.55,1012.4,997.3,1010.99,1230000000
2015-03-19,1020.44,1020.44,1009.63,1012.18,1080000000
2015-03-20,1013.31,1015.42,1002.18,1010.67,1680000000
2015-03-23,1015.28,1017.45,1004.23,1006.03,1420000000
2015-03-24,1005.09,1005.94,994.65,1005.12,1330000000
2015-03-25,1005.46,1008.78,1002.56,1002.56,846580000
2015-03-26,997.76,1003.01,992.49,992.82,1150000000
2015-03-27,991.74,995.17,986.78,993.33,1000000000
2015-03-30,998.46,1000.68,993.12,993.27,919710000
2015-03-31,997.28,1001.88,993.58,997.66,831540000
2015-04-01,998.13,1010.13,995.03,1010.04,965190000
2015-04-02,1013.6,1020.45,1009.24,1015.3,1010000000
2015-04-03,1016.82,1018.42,1012.88,1017.08,653900000
2015-04-07,1024.32,1032.17,1022.23,1027.62,829590000
2015-04-08,1029.9,1033.19,1023.92,1023.97,929980000
2015-04-09,1024.24,1027.84,1020.71,1023.65,638550000
2015-04-10,1024.94,1026.56,1019.45,1025.38,873280000
2015-04-16,1035.9,1043.79,1031.09,1043.73,984070000
2015-04-17,1045.69,1046.62,1039.53,1039.53,1770000000
2015-04-20,1038.24,1039.24,1031.02,1033.75,1310000000
2015-04-21,1038.4,1042.31,1036.62,1040.23,951360000
2015-04-22,1040.82,1041.14,1024.61,1024.61,1080000000
2015-04-23,1027.86,1032.91,1017.82,1019.38,1290000000
2015-04-24,1023,1028.41,1020.33,1028.41,834990000
2015-04-27,1030.52,1033.32,1021.51,1023.45,1060000000
2015-04-28,1022.94,1023.25,1006.89,1011.87,1400000000
2015-04-29,1003.15,1009.51,997.02,1003.48,1300000000
2015-04-30,1002.45,1009.94,1001.99,1006.1,1180000000
2015-05-06,1008.25,1010.04,998.01,1003.19,1210000000
2015-05-07,999.28,1005.45,990.69,990.69,1630000000
2015-05-08,994.81,1005.24,989.06,1001.04,1490000000
2015-05-11,1006.05,1009.07,996.27,996.27,958790000
2015-05-12,995.53,997.04,981.55,986.51,1080000000
2015-05-13,992.02,996.28,989.03,994.61,1060000000
2015-05-14,994.31,997.24,984.83,993.03,988340000
2015-05-15,992.01,1002.83,990.07,1002.83,807950000
2015-05-18,1001.13,1005.37,997.25,1001.25,559510000
2015-05-19,1003.09,1014.41,1003.05,1012.71,860960000
2015-05-20,1012.51,1014.66,1005.73,1005.98,1110000000
2015-05-21,1008.87,1013.09,1007.28,1010.71,1080000000
2015-05-22,1015.03,1017.93,1007.48,1007.68,763420000
2015-05-25,1009.58,1011.17,996.05,996.05,552130000
2015-05-26,995.88,1000.21,988.88,989.31,728200000
2015-05-27,984.86,992.35,980.95,991.39,731920000
2015-05-28,992.13,992.94,980.31,985.15,741370000
2015-05-29,987.14,990.18,982.78,985.37,861310000
2015-06-02,981.6,983.14,971.92,972.01,835640000
2015-06-03,975.58,979.97,972.75,975.93,759620000
2015-06-04,976.77,982.49,969.95,981.86,783460000
2015-06-05,981.42,995.99,981.23,994.33,986330000
2015-06-08,993.53,996.29,988.53,993.57,762990000
2015-06-09,990.44,991.05,980.94,981.38,1320000000
2015-06-10,984.69,996.13,984.43,991.38,767300000
2015-06-11,998.46,1002.04,995.31,999.1,1880000000
2015-06-12,998.91,999.91,992.04,992.39,806540000
2015-06-15,991.43,991.7,984.3,986.87,803930000
2015-06-16,987.36,992.27,986.87,987.79,620820000
2015-06-17,990.97,998.7,988.63,996.87,807780000
2015-06-18,997.97,998.86,989.49,991.03,1450000000
2015-06-19,990.33,990.96,976.31,978.69,1210000000
2015-06-22,980.31,994.2,979.81,989.51,791290000
2015-06-23,995.65,996.56,986.88,988.05,810500000
2015-06-24,991.59,999.93,990.97,999.93,1190000000
2015-06-25,998.71,1004.12,995.32,1000.75,935110000
2015-06-26,1001.34,1003.92,998.44,999.11,844800000
2015-06-29,987.71,1000.67,984.9,995.93,1080000000
2015-06-30,995.38,996.61,984.92,989.21,1300000000
2015-07-02,989.01,989.41,978.42,980.19,1490000000
2015-07-03,979.48,983.51,974.97,979.1,1140000000
2015-07-06,971.78,973.35,964.82,968.48,1490000000
2015-07-07,970.38,976.09,968.31,975.23,1120000000
2015-07-08,968.63,970.92,962.24,964.62,942690000
2015-07-09,963.93,971.87,958.5,967.42,1120000000
2015-07-10,975.29,978.15,970.49,977.57,1170000000
2015-07-13,975.47,983.13,973.39,980.28,918020000
2015-07-14,981.56,982.71,976.16,977.29,843940000
2015-07-15,979.21,983.62,976.61,976.71,1090000000
2015-07-16,977.6,979.75,969.61,974.29,2230000000
2015-07-17,975.34,976.55,969.61,972.51,915460000
2015-07-20,972.73,973.73,963.89,964.19,1000000000
2015-07-21,964.92,965.28,948.36,952.25,2020000000
2015-07-22,948.17,954.65,942.07,953.4,1980000000
2015-07-23,952.28,956.56,948.67,948.67,1130000000
2015-07-24,945.88,946.85,939.91,943.07,935050000
2015-07-27,938.01,939.52,923.35,926.1,1960000000
2015-07-28,930.59,934.4,921.14,926.83,1750000000
2015-07-29,930.71,935.48,921.96,933.59,1410000000
2015-07-31,938.72,950.42,937.94,950.42,1160000000
2015-08-03,946.25,949.95,943.1,949.76,1030000000
2015-08-04,946.56,946.89,938.16,941.36,1130000000
2015-08-05,946.82,948.71,941.88,943.86,1050000000
2015-08-06,942.63,945.07,936.16,937.69,617430000
2015-08-07,936.41,938.83,933.75,935.41,569840000
2015-08-10,929.88,932.32,926.75,928.25,888040000
2015-08-11,929.79,931.84,918.65,918.65,812750000
2015-08-13,912.21,918.71,901.58,918.71,1820000000
2015-08-14,917.15,926.5,913.35,924.79,1240000000
2015-08-17,923.89,927.38,919.88,919.88,1230000000
2015-08-18,893.48,904.59,886.16,894.25,2650000000
2015-08-19,896.65,901.03,891.14,896.73,1420000000
2015-08-20,890.97,895.94,887.98,889.57,1510000000
2015-08-21,884.99,889.08,877.89,885.8,1520000000
2015-08-24,861.72,863.75,840.84,840.84,2240000000
2015-08-25,854.39,862.02,838.84,861.52,2370000000
2015-08-26,855.16,867.58,855.11,857.24,1900000000
2015-08-27,871.41,887.22,869.28,886.24,2040000000
2015-08-28,899.46,903.7,887.16,893.77,1810000000
2015-08-31,894.15,905.68,890.99,905.68,1260000000
2015-09-01,904.05,905.39,888.05,888.92,1470000000
2015-09-02,887.48,898.79,882.88,897.69,1690000000
2015-09-03,901.65,906.35,900.53,903.56,1640000000
2015-09-04,897.96,901.12,890.29,892.34,1210000000
2015-09-07,889.84,894.04,887.55,891.87,1080000000
2015-09-08,891.31,897.65,882.2,897.65,1300000000
2015-09-09,906.75,911.61,902.54,909.87,2470000000
2015-09-10,901.09,908.29,900.04,908.29,1860000000
2015-09-11,910.49,913.15,896.87,897.13,2100000000
2015-09-14,896.97,898.91,889.17,894.25,1310000000
2015-09-15,893.53,896.78,887.44,889.97,1820000000
2015-09-16,893.18,898.3,888.78,898.3,1330000000
2015-09-17,902.17,906.95,899.4,904.51,1120000000
2015-09-18,907.38,910.08,900.65,903.24,1630000000
2015-09-21,898.33,907,896.2,905.38,991630000
2015-09-22,907.52,908.23,892.45,894.23,1450000000
2015-09-23,888.09,892.8,881.31,888.9,1300000000
2015-09-24,886.39,890.14,880.46,887.9,1440000000
2015-09-25,889.24,893.79,882.89,890.47,1170000000
2015-09-28,882.38,882.93,872.18,872.24,1060000000
2015-09-29,865.1,877.75,864.22,868.04,1410000000
2015-09-30,872.15,874.54,867.6,868.71,1310000000
2015-10-01,872.13,876.07,866.48,867.23,1230000000
2015-10-02,867.51,871.02,864.13,868.39,700610000
2015-10-05,874.59,882.14,874.25,881.81,1220000000
2015-10-06,885.24,889.09,881.34,888.08,1470000000
2015-10-07,893.11,908.45,889.61,908.45,1780000000
2015-10-08,907.65,915.52,905.42,907.17,2060000000
2015-10-09,917.05,925.41,916.06,921.2,2330000000
2015-10-12,923.4,924.89,914.99,920.43,1610000000
2015-10-13,916.33,918.29,908.91,916.17,1600000000
2015-10-14,914.18,918.16,908.78,909.47,1200000000
2015-10-15,914.88,924.87,914.28,923.53,1620000000
2015-10-16,926.62,927.27,917.68,919.63,1730000000
2015-10-19,921.07,925.04,913.84,916.82,803320000
2015-10-20,915.05,921.28,914.42,915.72,741610000
2015-10-21,917.44,919.29,910.98,914.31,993010000
2015-10-22,913.89,915.91,912.25,914.68,1300000000
2015-10-26,924.26,926.64,920.07,921.25,1410000000
2015-10-27,919.24,924.9,917.56,921.45,925620000
2015-10-28,919.43,920.89,909.05,910.86,1700000000
2015-10-29,910.26,912.16,896.1,897.73,1770000000
2015-10-30,898.71,904.1,896.81,899.52,1160000000
2015-11-02,900.38,915.6,899.86,915.6,901500000
2015-11-03,920.17,920.47,910.58,913.52,1520000000
2015-11-04,920.05,923.05,917.15,921.61,1280000000
2015-11-05,918.7,923.03,912.26,913.3,2080000000
2015-11-06,911.51,915.43,908.91,914.02,2240000000
2015-11-09,911.23,912.52,902.28,903.93,1400000000
2015-11-10,899.9,903.02,896.5,898.99,933650000
2015-11-11,899.1,901.32,893.76,893.76,1690000000
2015-11-12,887.34,892.11,884.34,889.79,1880000000
2015-11-13,886.84,891.24,885.27,888.1,2030000000
2015-11-16,879.74,892.91,878.37,892.91,1610000000
2015-11-17,898.89,900.28,892.12,892.68,1710000000
2015-11-18,893.3,895.74,881.54,882.73,1580000000
2015-11-19,888.93,891.79,885.92,888.57,1960000000
2015-11-20,890.08,897.83,886.81,895.84,1390000000
2015-11-23,898.5,900.96,895.29,895.29,1190000000
2015-11-24,896.37,899.41,886.96,888.18,1540000000
2015-11-25,890.87,893.25,883.38,886.19,1280000000
2015-11-26,888.01,889.93,872.94,874.82,1500000000
2015-11-27,873.84,876.81,869.59,872.72,1340000000
2015-11-30,870.09,878.35,865.15,869.38,1440000000
2015-12-01,872.53,873.51,865.92,870.09,1320000000
2015-12-02,869.31,876.2,857.02,857.35,1620000000
2015-12-03,851.84,862.89,849.28,861.42,1650000000
2015-12-04,857.04,859.3,853.95,855.76,1240000000
2015-12-08,848.6,849.42,837.3,837.43,1510000000
2015-12-09,839.59,844.81,829.76,830.85,1140000000
2015-12-11,830.94,831.59,816.6,818.69,1220000000
2015-12-14,804.11,811.88,796.33,810.64,1550000000
2015-12-15,817.44,833.57,813.17,833.49,2470000000
2015-12-16,835.87,839.26,829.72,832.29,1830000000
2015-12-17,827.94,839.1,827.03,836.95,1930000000
2015-12-18,829.99,830.32,816.37,816.37,2470000000
2015-12-21,803.7,813.32,799.21,801.81,2610000000
2015-12-22,809.74,813.67,798.53,802.23,3110000000
2015-12-23,809,811.66,803.82,810.78,1620000000
2015-12-24,819.46,819.72,813.84,816.42,1300000000
2015-12-25,817.54,817.77,808.26,815.07,784430000
2015-12-28,816.45,817.6,811.91,815.37,650210000
